LINK,NAME
2402,Ficaria verna/ambigua
6703,Ficus
5177,Ficus carica
6214,Filago
522,Filago arvensis
10305,Filago congesta
10306,Filago gaditana
523,Filago germanica
1424,Filago lutescens
10304,Filago pygmaea
525,Filago pyramidata
10086,Filago x mixta
6215,Filipendula
526,Filipendula ulmaria
527,Filipendula vulgaris
6583,Foeniculum
1808,Foeniculum vulgare
6713,Forsythia
5223,Forsythia suspensa
5222,Forsythia viridissima
5224,Forsythia x intermedia
6216,Fragaria
528,Fragaria moschata
529,Fragaria vesca
2340,Fragaria vesca / moschata
10087,Fragaria virginiana
2293,Fragaria x ananassa
10501,Frangula
530,Frangula alnus
10088,Frankenia pulverulenta
6218,Fraxinus
5971,Fraxinus americana
5972,Fraxinus angustifolia
531,Fraxinus excelsior
8454,Fraxinus excelsior 'Diversifolia'
5973,Fraxinus ornus
5974,Fraxinus pennsylvanica
6219,Fritillaria
5070,Fritillaria imperialis
532,Fritillaria meleagris
8845,Fuchsia
8224,Fuchsia magellanica
8716,Fuertesimalva
9158,Fuertesimalva peruviana
6220,Fumaria
1691,Fumaria capreolata
9159,Fumaria densiflora
1690,Fumaria muralis
533,Fumaria officinalis
1475,Fumaria officinalis subsp. wirtgenii
5635,Fumaria parviflora
10089,Fumaria schleicheri
5634,Fumaria vaillantii
6221,Gagea
534,Gagea lutea
10465,Gagea lutea var. glauca
5493,Gagea minima
535,Gagea pratensis
536,Gagea spathacea
537,Gagea villosa
8846,Gaillardia
8225,Gaillardia pulchella
5604,Gaillardia x grandiflora
6222,Galanthus
5238,Galanthus caucasicus
1624,Galanthus elwesii
5239,Galanthus ikariae
538,Galanthus nivalis
8037,Galanthus nivalis 'Plena Flora'
8226,Galanthus plicatus
8046,Galanthus woronowii
10517,Galanthus x valentinei
6825,Galega
5403,Galega officinalis
6716,Galeobdolon
6223,Galeopsis
539,Galeopsis angustifolia
540,Galeopsis bifida
2222,Galeopsis bifida / tetrahit
1692,Galeopsis ladanum
2341,Galeopsis ladanum / angustifolia
1403,Galeopsis pubescens
541,Galeopsis segetum
542,Galeopsis speciosa
543,Galeopsis tetrahit
9160,Galeopsis x wirtgenii
6224,Galinsoga
545,Galinsoga parviflora
544,Galinsoga quadriradiata
6225,Galium
546,Galium aparine
547,Galium boreale
9161,Galium floribundum
109,Galium glaucum
8634,Galium lucidum
550,Galium mollugo subsp. erectum
5650,Galium murale
110,Galium odoratum
2376,Galium palustre
552,Galium palustre subsp. elongatum
1479,Galium palustre subsp. palustre
5404,Galium parisiense
553,Galium pumilum
549,Galium saxatile
10091,Galium scabrum
1404,Galium spurium
554,Galium sylvaticum
555,Galium tricornutum
556,Galium uliginosum
9162,Galium verrucosum
557,Galium verum
10090,Galium x jansenii
551,Galium x pomeranicum
5551,Gamochaeta coarctata
5655,Gamochaeta pensylvanica
10574,Gamochaeta subfalcata
8717,Gastridium
9163,Gastridium ventricosum
8847,Gaudinia
6838,Gaudinia fragilis
6671,Gaultheria
8227,Gaultheria mucronata
5698,Gaultheria procumbens
5071,Gaultheria shallon
8848,Gaura
10092,Gaura angustifolia
8718,Gazania
9470,Gazania rigens
6226,Genista
558,Genista anglica
10466,Genista cinerea
559,Genista germanica
560,Genista pilosa
8589,Genista sagittalis
561,Genista tinctoria
6227,Gentiana
9164,Gentiana asclepiadea
566,Gentiana cruciata
568,Gentiana pneumonanthe
6228,Gentianella
562,Gentianella amarella
563,Gentianella campestris
567,Gentianella germanica
8849,Gentianopsis
565,Gentianopsis ciliata
6229,Geranium
8229,Geranium aequale
9165,Geranium carolinianum
569,Geranium columbinum
570,Geranium dissectum
2223,Geranium dissectum / molle / pusillum
8230,Geranium divaricatum
5405,Geranium endressii
2443,Geranium lucidum
5406,Geranium macrorrhizum
2040,Geranium malviflorum
571,Geranium molle
6877,Geranium nodosum
9540,Geranium palustre
572,Geranium phaeum
9166,Geranium platypetalum
573,Geranium pratense
10630,Geranium psilostemon
2442,Geranium purpureum
8012,Geranium purpureum x robertianum
574,Geranium pusillum
575,Geranium pyrenaicum
2056,Geranium renardii
576,Geranium robertianum
577,Geranium rotundifolium
5072,Geranium sanguineum
9167,Geranium sibiricum
5360,Geranium sylvaticum
8590,Geranium tuberosum
2055,Geranium versicolor
2039,Geranium wallichianum
8232,Geranium wilfordii
8493,Geranium x cantabrigiense
8494,Geranium x magnificum
8633,Geranium x monacense
5631,Geranium x oxonianum
8966,Geropogon
9471,Geropogon hybridus
6230,Geum
8010,Geum aleppicum
5332,Geum macrophyllum
578,Geum rivale
579,Geum urbanum
5215,Geum x intermedium
8065,Gilia
8233,Gilia achilleifolia
8074,Gilia capitata
8234,Gilia tricolor
8850,Ginkgo
6940,Ginkgo biloba
8851,Gladiolus
8530,Gladiolus communis
9678,Gladiolus illyricus
8235,Gladiolus italicus
8719,Glandularia
9168,Glandularia canadensis
10093,Glandularia tenera
9169,Glandularia x hybrida
6231,Glaucium
5253,Glaucium corniculatum
580,Glaucium flavum
6232,Glaux
581,Glaux maritima
8852,Glebionis
5394,Glebionis coronaria
321,Glebionis segetum
6233,Glechoma
582,Glechoma hederacea
8853,Gleditsia
8236,Gleditsia triacanthos
6234,Glyceria
583,Glyceria declinata
584,Glyceria fluitans
2224,Glyceria fluitans / notata / declinata
585,Glyceria maxima
586,Glyceria notata
2383,Glyceria notata / declinata
9940,Glyceria striata
1568,Glyceria x pedicellata
6584,Glycine
1809,Glycine max
6235,Gnaphalium
588,Gnaphalium sylvaticum
589,Gnaphalium uliginosum
9475,Gomphocarpus
9476,Gomphocarpus fruticosus
8720,Gomphrena
9170,Gomphrena celosioides
9171,Gomphrena globosa
6236,Goodyera
590,Goodyera repens
8721,Gossypium
6237,Gratiola
591,Gratiola officinalis
8854,Grindelia
10094,Grindelia lanceolata
8514,Grindelia squarrosa
6715,Groenlandia
991,Groenlandia densa
10095,Guillenia lasiophylla
6585,Guizotia
1693,Guizotia abyssinica
2058,Guizotia scabra
2038,Guizotia schimperi
8855,Gunnera
9541,Gunnera manicata
8237,Gunnera tinctoria
6238,Gymnadenia
5494,Gymnadenia conopsea
593,Gymnadenia conopsea/densiflora
5495,Gymnadenia densiflora
8172,Gymnadenia densiflora var. friesica
6672,Gymnocarpium
422,Gymnocarpium dryopteris
425,Gymnocarpium robertianum
10419,Gymnocoronis spilanthoides
6239,Gypsophila
8238,Gypsophila elegans
594,Gypsophila muralis
5407,Gypsophila paniculata
8239,Gypsophila perfoliata
9172,Gypsophila pilosa
2037,Gypsophila repens
10096,Hackelia hirsuta
8722,Hainardia
9173,Hainardia cylindrica
10642,Hakea sericea
10097,Halerpestes cymbalaria
8856,Halesia
8240,Halesia carolina
8857,Hamamelis
8241,Hamamelis virginiana
6241,Hammarbya
597,Hammarbya paludosa
8723,Hebenstretia
9174,Hebenstretia dentata
6242,Hedera
9473,Hedera algeriensis
8242,Hedera colchica
598,Hedera helix
9414,Hedera hibernica
10098,Hedypnois rhagadioloides
10099,Hedypnois rhagadioloides subsp. tubaeformis
8724,Hedysarum
9175,Hedysarum coronarium
9423,Hedysarum multijugum
10100,Hedysarum spinosissimum
8858,Helenium
8528,Helenium autumnale
6243,Helianthemum
1923,Helianthemum nummularium
6244,Helianthus
1859,Helianthus annuus
5542,Helianthus cucumerifolius
8243,Helianthus debilis
9525,Helianthus decapetalus
10101,Helianthus diffusus
10102,Helianthus giganteus
9176,Helianthus petiolaris
5333,Helianthus rigidus
1614,Helianthus tuberosus
601,Helianthus x laetiflorus
6245,Helichrysum
602,Helichrysum arenarium
9177,Helichrysum bracteatum
9526,Helichrysum italicum
8244,Helichrysum petiolare
10502,Helictochloa
603,Helictochloa pratensis
6246,Helictotrichon
8725,Heliophila
9178,Heliophila coronopifolia
8859,Heliopsis
8245,Heliopsis helianthoides
8440,Heliopsis helianthoides var. scabra
8860,Heliotropium
8246,Heliotropium europaeum
8726,Helipterum
9179,Helipterum manglesii
6247,Helleborus
5544,Helleborus argutifolius
8247,Helleborus cyclophyllus
2489,Helleborus foetidus
8248,Helleborus lividus
8249,Helleborus niger
8250,Helleborus orientalis
605,Helleborus viridis
8542,Helleborus viridis subsp. occidentalis
10503,Helminthotheca
937,Helminthotheca echioides
10447,Helosciadium
77,Helosciadium inundatum
78,Helosciadium nodiflorum
79,Helosciadium repens
6673,Hemerocallis
5073,Hemerocallis fulva
5074,Hemerocallis lilioasphodelus
10103,Hemizonia kelloggii
10104,Hemizonia pungens
6248,Heracleum
606,Heracleum mantegazzianum
8472,Heracleum persicum
5586,Heracleum sosnowskyi
10467,Heracleum sphondylium subsp. sibiricum
607,Heracleum sphondylium subsp. sphondylium
6249,Herminium
608,Herminium monorchis
6250,Herniaria
10105,Herniaria ciliolata
609,Herniaria glabra
2439,Herniaria hirsuta
9180,Herniaria hirsuta subsp. cinerea
6586,Hesperis
10106,Hesperis bicuspidata
1860,Hesperis matronalis
8727,Heteranthemis
9181,Heteranthemis viscidehirta
5644,Heuchera
8251,Heuchera micrantha
5632,Heuchera sanguinea
6587,Hibiscus
8079,Hibiscus syriacus
1694,Hibiscus trionum
6251,Hieracium
1549,Hieracium amplexicaule subsp. amplexicaule
10107,Hieracium caesium
10468,Hieracium cardiophyllum
616,Hieracium diaphanoides
10469,Hieracium eminulum
623,Hieracium glaucinum
1405,Hieracium laurinum agg.
619,Hieracium maculatum
8515,Hieracium nemorivagum
10470,Hieracium neopinnatifidum
10292,Hieracium rigens
10471,Hieracium rigidum
2285,Hieracium sect. Amplexicaulia
625,Hieracium sect. Hieracioides
2417,Hieracium sect. Hieracium
624,Hieracium sect. Sabauda
618,Hieracium sect. Tridentata
5303,Hieracium sect. Vulgata
5617,Hieracium similatum
610,Hieracium speluncarum
10472,Hieracium sylvularum
10473,Hieracium tridentatum
9182,Hieracium villosum
2225,Hieracium vulgatum / laevigatum
6252,Hierochloe
6253,Himantoglossum
627,Himantoglossum hircinum
10521,Himantoglossum robertianum
6254,Hippocrepis
628,Hippocrepis comosa
8252,Hippocrepis emerus
9183,Hippocrepis unisiliquosa
6255,Hippophae
629,Hippophae rhamnoides
5699,Hippophae rhamnoides subsp. fluviatilis
5700,Hippophae rhamnoides subsp. rhamnoides
6256,Hippuris
630,Hippuris vulgaris
6257,Hirschfeldia
1763,Hirschfeldia incana
6258,Holcus
631,Holcus lanatus
632,Holcus mollis
10109,Holodiscus discolor
10110,Holodiscus dumosus
6259,Holosteum
633,Holosteum umbellatum
6260,Honckenya
634,Honckenya peploides
6674,Hordelymus
5164,Hordelymus europaeus
6261,Hordeum
10111,Hordeum brevisubulatum
10112,Hordeum chilense
10113,Hordeum comosum
1810,Hordeum distichon
10114,Hordeum euclaston
1695,Hordeum jubatum
635,Hordeum marinum
9184,Hordeum marinum subsp. gussoneanum
636,Hordeum murinum
9185,Hordeum murinum subsp. leporinum
9186,Hordeum pusillum
637,Hordeum secalinum
1811,Hordeum vulgare
9516,Hornungia
9517,Hornungia pauciflora
10544,Hornungia petraea
1988,Hornungia procumbens
6701,Hosta
8253,Hosta plantaginea
9187,Hosta sieboldiana
8080,Hosta undulata
6262,Hottonia
638,Hottonia palustris
8861,Houttuynia
5601,Houttuynia cordata
6263,Humulus
639,Humulus lupulus
9188,Humulus scandens
6757,Huperzia
778,Huperzia selago
6793,Hyacinthoides
1886,Hyacinthoides hispanica
1151,Hyacinthoides x massartiana
6631,Hyacinthus
2294,Hyacinthus orientalis
8066,Hydrangea
8075,Hydrangea macrophylla
9542,Hydrangea paniculata
8862,Hydrilla
6878,Hydrilla verticillata
6265,Hydrocharis
640,Hydrocharis morsus-ranae
6266,Hydrocotyle
6935,Hydrocotyle novae-zeelandiae
2490,Hydrocotyle ranunculoides
8061,Hydrocotyle sibthorpioides
5580,Hydrocotyle verticillata
641,Hydrocotyle vulgaris
10448,Hylotelephium
5512,Hylotelephium 'Herbstfreude'
8367,Hylotelephium sieboldii
5513,Hylotelephium spectabile
2358,Hylotelephium telephium
5531,Hylotelephium telephium / spectabile / herbstfreude
1178,Hylotelephium telephium subsp. maximum
1179,Hylotelephium telephium subsp. telephium
10115,Hymenosicyos membranifolius
6267,Hyoscyamus
5628,Hyoscyamus albus
642,Hyoscyamus niger
6268,Hypericum
10604,Hypericum anagalloides
2491,Hypericum androsaemum
10423,Hypericum androsaemum/hircinum/x inodorum
8254,Hypericum calycinum
643,Hypericum canadense
644,Hypericum elodes
10422,Hypericum hircinum
645,Hypericum hirsutum
646,Hypericum humifusum
9543,Hypericum kalmianum
2342,Hypericum maculatum
1482,Hypericum maculatum subsp. maculatum
647,Hypericum maculatum subsp. obtusiusculum
6973,Hypericum majus
648,Hypericum montanum
8255,Hypericum olympicum
8591,Hypericum patulum
649,Hypericum perforatum
650,Hypericum pulchrum
651,Hypericum tetrapterum
1408,Hypericum x desetangsii
10610,Hypericum x hidcoteense
8256,Hypericum x inodorum
6269,Hypochaeris
652,Hypochaeris glabra
653,Hypochaeris maculata
654,Hypochaeris radicata
6625,Hyssopus
656,Hyssopus officinalis
6270,Iberis
657,Iberis amara
9189,Iberis odorata
10116,Iberis sempervirens
9424,Iberis simplex
1861,Iberis umbellata
6271,Ilex
658,Ilex aquifolium
8538,Ilex aquifolium 'J.C. van Tol'
5701,Ilex crenata
8653,Ilex x alteclerensis
9496,Ilex x meserveae
6272,Illecebrum
659,Illecebrum verticillatum
6273,Impatiens
8627,Impatiens arguta
5361,Impatiens balfourii
2087,Impatiens balfourii x parviflora
10424,Impatiens bicolor
2463,Impatiens capensis
8462,Impatiens edgeworthii
1862,Impatiens glandulifera
660,Impatiens noli-tangere
661,Impatiens parviflora
5649,Impatiens tricornis
8257,Impatiens walleriana
8635,Indigofera
8642,Indigofera frutescens
9548,Indigofera heterantha
6274,Inula
662,Inula britannica
663,Inula conyzae
5536,Inula crithmoides
5076,Inula helenium
5606,Inula racemosa
664,Inula salicina
5613,Ipheion
5620,Ipheion uniflorum
6588,Ipomoea
1696,Ipomoea hederacea
9190,Ipomoea lacunosa
1863,Ipomoea purpurea
9191,Ipomoea quamoclit
9192,Ipomoea rubriflora
6275,Iris
5077,Iris foetidissima
6879,Iris germanica
665,Iris pseudacorus
9366,Iris pseudacorus 'Variegata'
8258,Iris reticulata
8259,Iris sibirica
1972,Iris variegata
8260,Iris versicolor
9425,Iris xiphium
6276,Isatis
666,Isatis tinctoria
8728,Ismelia
9193,Ismelia carinata
6277,Isoetes
668,Isoetes echinospora
667,Isoetes lacustris
6758,Isolepis
10295,Isolepis cernua
1154,Isolepis fluitans
1159,Isolepis setacea
9495,Isotoma axillaris
6675,Iva
5078,Iva xanthifolia
8863,Jacobaea
1183,Jacobaea aquatica
5496,Jacobaea aquatica var. aquatica
1529,Jacobaea aquatica var. erratica
1185,Jacobaea erucifolia
5441,Jacobaea maritima
1189,Jacobaea paludosa
2290,Jacobaea vulgaris
1530,Jacobaea vulgaris subsp. dunensis
1188,Jacobaea vulgaris subsp. vulgaris
1979,Jacobaea x albescens
8729,Jaltomata
9194,Jaltomata procumbens
6278,Jasione
669,Jasione montana
6714,Jasminum
5225,Jasminum nudiflorum
6589,Juglans
2086,Juglans ailanthifolia
6979,Juglans nigra
2303,Juglans regia
6279,Juncus
2070,Juncus acuminatus
670,Juncus acutiflorus
2226,Juncus acutiflorus / articulatus
10433,Juncus acutus
682,Juncus alpinoarticulatus
1929,Juncus alpinoarticulatus/anceps
10564,Juncus amabilis
672,Juncus anceps
6880,Juncus anthelatus
2074,Juncus aridicola
673,Juncus articulatus
2036,Juncus australis
674,Juncus balticus
8006,Juncus brachycarpus
675,Juncus bufonius
1930,Juncus bufonius / ranarius
2343,Juncus bulbosus
676,Juncus bulbosus subsp. bulbosus
1485,Juncus bulbosus subsp. kochii
1409,Juncus canadensis
677,Juncus capitatus
678,Juncus compressus
2227,Juncus compressus / gerardii
679,Juncus conglomeratus
8007,Juncus dichotomus
2063,Juncus distegus
8022,Juncus dudleyi
2071,Juncus edgariae
680,Juncus effusus
2425,Juncus ensifolius
2072,Juncus filicaulis
681,Juncus filiformis
2006,Juncus firmus
2062,Juncus flavidus
5079,Juncus foliosus
683,Juncus gerardii
2005,Juncus gregiflorus
9479,Juncus imbricatus
684,Juncus inflexus
10432,Juncus ingens
10640,Juncus marginatus
685,Juncus maritimus
2082,Juncus pallidus
2064,Juncus procerus
686,Juncus pygmaeus
2060,Juncus radula
671,Juncus ranarius
10622,Juncus remotiflorus
10583,Juncus rigidus
2065,Juncus sarophorus
687,Juncus squarrosus
10576,Juncus subglaucus
688,Juncus subnodulosus
2073,Juncus subsecundus
689,Juncus tenageia
690,Juncus tenuis
9195,Juncus torreyi
1999,Juncus usitatus
2061,Juncus vaginatus
5590,Juncus x alpiniformis
2078,Juncus x diffusus
5178,Juncus x kern-reichgeltii
8495,Juncus x langii
8023,Juncus x sallandiae
1573,Juncus x surrejanus
6280,Juniperus
691,Juniperus communis
8261,Juniperus virginiana
8864,Kalmia
6882,Kalmia angustifolia
8865,Kerria
6883,Kerria japonica
6676,Kickxia
742,Kickxia elatine
10118,Kickxia sagittata
744,Kickxia spuria
8574,Kitaibelia
8592,Kitaibelia vitifolia
6281,Knautia
692,Knautia arvensis
2450,Knautia dipsacifolia
9426,Knautia drymeia
8262,Knautia macedonica
6590,Kochia
6282,Koeleria
10474,Koeleria albescens
693,Koeleria albescens/macrantha
8263,Koeleria glauca
10522,Koeleria macrantha
695,Koeleria pyramidata
6740,Koelreuteria
2492,Koelreuteria paniculata
8866,Kolkwitzia
8264,Kolkwitzia amabilis
6591,Laburnum
2228,Laburnum anagyroides
5179,Laburnum x watereri
6283,Lactuca
8265,Lactuca macrophylla
698,Lactuca saligna
5080,Lactuca sativa
699,Lactuca serriola
5082,Lactuca serriola f. integrifolia
5081,Lactuca serriola f. serriola
1425,Lactuca tatarica
2384,Lactuca virosa
8867,Lagarosiphon
5581,Lagarosiphon major
6724,Lagenaria
5254,Lagenaria siceraria
6592,Lagurus
1698,Lagurus ovatus
8730,Lallemantia
9196,Lallemantia iberica
6741,Lamarckia
2493,Lamarckia aurea
6759,Lamiastrum
5469,Lamiastrum galeobdolon
1898,Lamiastrum galeobdolon subsp. argentatum
1487,Lamiastrum galeobdolon subsp. galeobdolon
702,Lamiastrum galeobdolon subsp. galeobdolon/montanum
1486,Lamiastrum galeobdolon subsp. montanum
6284,Lamium
700,Lamium album
701,Lamium amplexicaule
10591,Lamium bifidum
705,Lamium confertum
703,Lamium hybridum
5475,Lamium maculatum
2464,Lamium maculatum 'Variegatum'
704,Lamium maculatum s.s.
10119,Lamium orientale
8266,Lamium orvala
706,Lamium purpureum
2396,Lamium purpureum / hybridum
1984,Lamium x holsaticum
8731,Lampranthus
9197,Lampranthus blandus
8868,Landoltia
5582,Landoltia punctata
6285,Lappula
9198,Lappula marginata
707,Lappula squarrosa
6286,Lapsana
708,Lapsana communis
6566,Larix
2229,Larix decidua
2230,Larix kaempferi
5180,Larix x marschlinsii
8732,Laser
9199,Laser trilobum
8733,Lasthenia
9200,Lasthenia coronaria
6884,Lastrea
6287,Lathraea
2448,Lathraea clandestina
709,Lathraea squamaria
6288,Lathyrus
9201,Lathyrus annuus
710,Lathyrus aphaca
10122,Lathyrus cicera
9202,Lathyrus clymenum
10123,Lathyrus gorgoni
10124,Lathyrus heterophyllus
1699,Lathyrus hirsutus
1426,Lathyrus japonicus
1864,Lathyrus latifolius
711,Lathyrus linifolius
712,Lathyrus niger
713,Lathyrus nissolia
10125,Lathyrus ochrus
8268,Lathyrus odoratus
714,Lathyrus palustris
715,Lathyrus pratensis
9203,Lathyrus sativus
716,Lathyrus sylvestris
717,Lathyrus tuberosus
8269,Lathyrus vernus
6941,Lavandula
6885,Lavandula angustifolia
8270,Lavandula multifida
8271,Lavandula stoechas
8869,Lavatera
6677,Ledum
6289,Leersia
719,Leersia oryzoides
10126,Leersia virginica
6290,Legousia
720,Legousia hybrida
10127,Legousia pentagonia
721,Legousia speculum-veneris
8734,Lembotropis
9204,Lembotropis nigricans
6291,Lemna
5548,Lemna aequinoctialis
722,Lemna gibba
2374,Lemna gibba / minor
723,Lemna minor
2426,Lemna minuta
724,Lemna trisulca
5362,Lemna turionifera
6593,Lens
1812,Lens culinaris
8575,Leonotis
8593,Leonotis nepetifolia
6292,Leontodon
726,Leontodon hispidus
727,Leontodon saxatilis
6293,Leonurus
728,Leonurus cardiaca
2069,Leonurus marrubiastrum
8643,Leonurus quinquelobatus
8274,Leonurus sibiricus
6294,Lepidium
9205,Lepidium austrinum
9206,Lepidium bonariense
729,Lepidium campestre
359,Lepidium coronopus
1700,Lepidium densiflorum
358,Lepidium didymum
10129,Lepidium divaricatum
730,Lepidium draba
9427,Lepidium draba subsp. chalepense
731,Lepidium graminifolium
1701,Lepidium heterophyllum
732,Lepidium latifolium
1702,Lepidium neglectum
1703,Lepidium perfoliatum
733,Lepidium ruderale
1813,Lepidium sativum
1704,Lepidium virginicum
8735,Leptochloa
8962,Leptochloa fusca
9207,Leptochloa fusca subsp. fascicularis
9208,Leptochloa fusca subsp. uninervia
8736,Leucanthemella
9209,Leucanthemella serotina
6678,Leucanthemum
1998,Leucanthemum ircutianum
319,Leucanthemum vulgare
2307,Leucanthemum x superbum
6295,Leucojum
734,Leucojum aestivum
1625,Leucojum vernum
8870,Leucothoe
8275,Leucothoe fontanesiana
6679,Levisticum
5084,Levisticum officinale
6826,Leycesteria
5408,Leycesteria formosa
6698,Leymus
443,Leymus arenarius
10130,Leymus innovatus
8737,Liatris
9428,Liatris spicata
8871,Ligularia
8276,Ligularia dentata
8277,Ligularia stenocephala
6297,Ligustrum
2286,Ligustrum ovalifolium
10584,Ligustrum sinense
736,Ligustrum vulgare
6298,Lilium
5236,Lilium bulbiferum
5237,Lilium bulbiferum subsp. bulbiferum
737,Lilium bulbiferum subsp. croceum
9552,Lilium candidum
5085,Lilium martagon
6711,Limnanthes
5219,Limnanthes alba
5218,Limnanthes douglasii
8738,Limnophila
9210,Limnophila sessiliflora
6299,Limonium
5702,Limonium binervosum
10567,Limonium gerberi
5409,Limonium humile
9664,Limonium sinuatum
738,Limonium vulgare
6300,Limosella
739,Limosella aquatica
8739,Linanthus
9211,Linanthus pungens
6301,Linaria
740,Linaria arvensis
1705,Linaria bipartita
9212,Linaria chalepensis
5623,Linaria dalmatica
2312,Linaria incarnata
8047,Linaria maroccana
9213,Linaria pelisseriana
5334,Linaria purpurea
1706,Linaria repens
9214,Linaria saxatilis
10420,Linaria simplex
2447,Linaria supina
9215,Linaria versicolor
745,Linaria vulgaris
8498,Linaria x sepium
5594,Lindernia
5595,Lindernia dubia
6302,Linnaea
746,Linnaea borealis
6303,Linum
9657,Linum austriacum
9658,Linum bienne
747,Linum catharticum
8278,Linum grandiflorum
8279,Linum perenne
1814,Linum usitatissimum
10504,Lipandra
315,Lipandra polysperma
6304,Liparis
748,Liparis loeselii
8872,Liquidambar
8064,Liquidambar styraciflua
8873,Liriodendron
5574,Liriodendron tulipifera
6305,Listera
6306,Lithospermum
751,Lithospermum arvense
752,Lithospermum officinale
6307,Littorella
753,Littorella uniflora
6308,Lobelia
754,Lobelia dortmanna
6886,Lobelia erinus
2495,Lobelia inflata
8280,Lobelia pedunculata
8018,Lobelia siphilitica
8281,Lobelia urens
6594,Lobularia
1865,Lobularia maritima
10505,Logfia
524,Logfia minima
6309,Lolium
755,Lolium multiflorum
756,Lolium perenne
757,Lolium remotum
9216,Lolium rigidum
758,Lolium temulentum
1574,Lolium x hybridum
8740,Lonas
9429,Lonas annua
6310,Lonicera
8282,Lonicera acuminata
5087,Lonicera caprifolium
9520,Lonicera etrusca
8283,Lonicera involucrata
9217,Lonicera involucrata var. ledebourii
8284,Lonicera japonica
8467,Lonicera maackii
6942,Lonicera nitida
759,Lonicera periclymenum
8069,Lonicera pileata
5181,Lonicera tatarica
760,Lonicera xylosteum
8874,Lopezia
9218,Lopezia coronata
8285,Lopezia racemosa
8875,Loranthus
6887,Loranthus europaeus
6311,Lotus
10131,Lotus angustissimus
1931,Lotus corniculatus / glaber
761,Lotus corniculatus var. corniculatus
5309,Lotus corniculatus var. corniculatus/sativus
2465,Lotus corniculatus var. sativus
762,Lotus glaber
10589,Lotus hispidus
1419,Lotus maritimus
10617,Lotus ornithopodioides
763,Lotus pedunculatus
9549,Lotus subbiflorus
9219,Lotus tetragonolobus
6312,Ludwigia
5335,Ludwigia grandiflora
764,Ludwigia palustris
5499,Ludwigia peploides subsp. montevidensis
6595,Lunaria
1866,Lunaria annua
2441,Lunaria rediviva
6313,Lupinus
9220,Lupinus albus
1708,Lupinus angustifolius
2287,Lupinus luteus
10132,Lupinus micranthus
9221,Lupinus pilosus
1899,Lupinus polyphyllus
10475,Lupinus x regalis
6314,Luronium
765,Luronium natans
6315,Luzula
766,Luzula campestris
2344,Luzula campestris / multiflora
767,Luzula congesta
1933,Luzula congesta / multiflora
769,Luzula luzuloides
768,Luzula multiflora subsp. multiflora
6943,Luzula nivea
10476,Luzula pallescens
770,Luzula pilosa
771,Luzula sylvatica
6316,Lychnis
6317,Lycium
773,Lycium barbarum
2327,Lycium chinense
6760,Lycopodiella
9222,Lycopodiella cernua
777,Lycopodiella inundata
775,Lycopodium clavatum
1490,Lycopodium complanatum
6319,Lycopodium s.l.
6321,Lycopus
780,Lycopus europaeus
8876,Lysichiton
5528,Lysichiton americanus
6322,Lysimachia
8286,Lysimachia ciliata
8287,Lysimachia clethroides
781,Lysimachia nemorum
782,Lysimachia nummularia
1867,Lysimachia punctata
783,Lysimachia thyrsiflora
784,Lysimachia vulgaris
6323,Lythrum
1709,Lythrum hyssopifolia
5336,Lythrum junceum
925,Lythrum portula
785,Lythrum salicaria
8594,Lythrum virgatum
8877,Macleaya
6889,Macleaya cordata
8288,Macleaya microcarpa
6890,Macleaya x kewensis
9527,Madia
10133,Madia glomerata
9528,Madia sativa
6707,Magnolia
5213,Magnolia x soulangeana
6325,Maianthemum
786,Maianthemum bifolium
8741,Malachra
9223,Malachra capitata
6326,Malcolmia
9224,Malcolmia africana
1427,Malcolmia flexuosa
8878,Malope
8290,Malope trifida
6327,Malus
9409,Malus baccata
9225,Malus sieboldii
1934,Malus sylvestris
787,Malus sylvestris s.s.
8291,Malus transitoria
1815,Malus x domestica
9226,Malus x prunifolia
6328,Malva
788,Malva alcea
9227,Malva arborea
789,Malva moschata
790,Malva neglecta
2231,Malva neglecta / pusilla
8292,Malva nicaeensis
5089,Malva parviflora
8496,Malva pseudolavatera
10585,Malva punctata
791,Malva pusilla
5012,Malva setigera
792,Malva sylvestris
6891,Malva sylvestris var. mauritiana
8272,Malva thuringiaca
8273,Malva trimestris
5410,Malva verticillata
8497,Malva x clementii
8879,Malvastrum
10577,Malvastrum americanum
6892,Malvastrum coromandelianum
8742,Mantisalca
9228,Mantisalca salmantica
6329,Marrubium
10134,Marrubium peregrinum
793,Marrubium vulgare
6802,Marsilea
5319,Marsilea quadrifolia
6330,Matricaria
794,Matricaria chamomilla
796,Matricaria discoidea
6596,Matteuccia
2232,Matteuccia struthiopteris
8569,Matthiola
8595,Matthiola incana
8596,Matthiola longipetala
8624,Matthiola longipetala subsp. bicornis
8743,Mauranthemum
2494,Mauranthemum paludosum
8880,Mazus
9661,Mazus pumilus
8465,Mazus reptans
6819,Meconopsis
6331,Medicago
797,Medicago arabica
9230,Medicago doliata
798,Medicago falcata
2318,Medicago falcata / sativa
9430,Medicago fischeriana
8963,Medicago intertexta
9231,Medicago intertexta subsp. ciliaris
9232,Medicago laciniata
2067,Medicago littoralis
799,Medicago lupulina
800,Medicago minima
9233,Medicago monantha
10135,Medicago monspeliaca
8597,Medicago orbicularis
1711,Medicago polymorpha
9234,Medicago praecox
10307,Medicago rigidula
801,Medicago sativa
9235,Medicago scutellata
9236,Medicago tornata
