LINK,NAME
2380,Taraxacum amplum
8050,Taraxacum ancistrolobum
9359,Taraxacum anglicum
9602,Taraxacum angulare
2381,Taraxacum angustisquameum
9446,Taraxacum aphanochroum
2386,Taraxacum arenastrum
2389,Taraxacum armatifrons
8608,Taraxacum atactum
2407,Taraxacum atonolobum
2415,Taraxacum aurosulum
5006,Taraxacum beeftinkii
9869,Taraxacum bifurcatum
9604,Taraxacum boekmanii
5241,Taraxacum brabanticum
9360,Taraxacum brachyglossum
8609,Taraxacum bracteatum
10546,Taraxacum brakelii
5539,Taraxacum calochroum
5611,Taraxacum canoviride
2091,Taraxacum celticum s.s.
5616,Taraxacum chlorodes
10549,Taraxacum chlorofrugale
5627,Taraxacum christiansenii
9361,Taraxacum commixtum
5638,Taraxacum cophocentrum
5640,Taraxacum copidophyllum
5646,Taraxacum cordatum
5661,Taraxacum corynodes
9870,Taraxacum crinitipes
5691,Taraxacum crispifolium
5694,Taraxacum croceiflorum
5953,Taraxacum cyanolepis
10554,Taraxacum debrayi
5975,Taraxacum denticulatum
5985,Taraxacum dilaceratum
9605,Taraxacum dilatatum
6000,Taraxacum discretum
6851,Taraxacum disseminatum
10550,Taraxacum distans
9871,Taraxacum drenthicum
6865,Taraxacum dunense
8610,Taraxacum duplidentifrons
10551,Taraxacum edytomum
10299,Taraxacum effusum
9447,Taraxacum ekmanii
6870,Taraxacum ekmaniiforme
10548,Taraxacum ericinoides
6881,Taraxacum eudontum
9362,Taraxacum euryphyllum
6903,Taraxacum exacutum
6914,Taraxacum excellens
6939,Taraxacum expallidiforme
8267,Taraxacum exsertiforme
8348,Taraxacum exsertum
9606,Taraxacum fagerstroemii
9608,Taraxacum fasciatum
8423,Taraxacum fictum
9086,Taraxacum filidens
9460,Taraxacum flandricum
10556,Taraxacum flevoense
9363,Taraxacum frisicum
9872,Taraxacum frugale
9561,Taraxacum fulgidum
9563,Taraxacum fusciflorum
9358,Taraxacum gelertii
9565,Taraxacum gelertiiforme
9681,Taraxacum gelricum
9566,Taraxacum glauciniforme
9568,Taraxacum grootii
9574,Taraxacum haematicum
8611,Taraxacum hamatiforme
8612,Taraxacum hamatulum
9638,Taraxacum hamatum s.s.
9575,Taraxacum hamiferum
9577,Taraxacum hebelobum
9585,Taraxacum hemicyclum
9873,Taraxacum hepaticum
8613,Taraxacum hollandicum
9874,Taraxacum horridifrons
10552,Taraxacum huelphersianum
9591,Taraxacum hygrophilum
9592,Taraxacum inarmatum
9593,Taraxacum incisiforme
9595,Taraxacum incomptum
10547,Taraxacum infestum
9636,Taraxacum infuscatum
9682,Taraxacum insigne
9683,Taraxacum insuetum
9684,Taraxacum interveniens
9685,Taraxacum intumescens
8614,Taraxacum kernianum
9686,Taraxacum kjellmanii
9687,Taraxacum lacerifolium
9688,Taraxacum laciniosifrons
9689,Taraxacum lacistophylloides
9364,Taraxacum lacistophyllum
9690,Taraxacum laeticolor
9613,Taraxacum lamprophyllum
9621,Taraxacum lancidens
9877,Taraxacum latens
9691,Taraxacum laticordatum
9878,Taraxacum latisectum
9692,Taraxacum leucopodum
9693,Taraxacum limburgense
9694,Taraxacum lindstroemii
9627,Taraxacum lingulatum
9696,Taraxacum litorale
9697,Taraxacum longisquameum
9698,Taraxacum lucescens
9699,Taraxacum lucidiforme
9367,Taraxacum lucidum
9700,Taraxacum lunare
9701,Taraxacum luteoviride
9880,Taraxacum macranthoides
9702,Taraxacum maculatum
9881,Taraxacum margomitis
9368,Taraxacum marklundii
9882,Taraxacum melanostigma
9703,Taraxacum melanthoides
9707,Taraxacum mimulum
9708,Taraxacum molybdolepis
9883,Taraxacum mosaense
9709,Taraxacum multicolorans
9710,Taraxacum nitidum
2028,Taraxacum nordstedtii
9711,Taraxacum notabile
9712,Taraxacum obliquilobum
1263,Taraxacum obliquum
8615,Taraxacum oblongatum
9713,Taraxacum ochrochlorum
2430,Taraxacum officinale
9714,Taraxacum olitorium
9715,Taraxacum ostenfeldii
9885,Taraxacum oxyrhinum
10553,Taraxacum pachylobum
9716,Taraxacum pachymeroides
9717,Taraxacum pachymerum
9628,Taraxacum pallescens
9718,Taraxacum pallidipes
2093,Taraxacum palustre s.s.
9449,Taraxacum pannucium
9719,Taraxacum pannulatiforme
9450,Taraxacum pannulatum
9369,Taraxacum parnassicum
9464,Taraxacum pauckertianum
9720,Taraxacum pectinatiforme
2029,Taraxacum perincisum
9721,Taraxacum petterssonii
9724,Taraxacum piceatum
9726,Taraxacum pietii-oosterveldii
9727,Taraxacum planoides
9728,Taraxacum planum
9745,Taraxacum ploegii
9886,Taraxacum polyhamatum
9748,Taraxacum polyodon
9753,Taraxacum porrigens
8616,Taraxacum prionum
9759,Taraxacum privum
9760,Taraxacum procerum
9775,Taraxacum proximiforme
2030,Taraxacum proximum
9779,Taraxacum pseudohamatum
9783,Taraxacum pseudoproximum
9784,Taraxacum pseudoretroflexum
9630,Taraxacum pulchrifolium
9791,Taraxacum purpureum
9631,Taraxacum quadrans
9794,Taraxacum recessum
9801,Taraxacum replicatum
9451,Taraxacum retroflexum
9802,Taraxacum rhamphodes
9812,Taraxacum rhodopodum
9818,Taraxacum rigens
2031,Taraxacum rubicundum
9832,Taraxacum rubrisquameum
9833,Taraxacum sagittipotens
8618,Taraxacum scanicum
9887,Taraxacum scotiniforme
1434,Taraxacum sect. Borea
1262,Taraxacum sect. Celtica
1261,Taraxacum sect. Erythrosperma
2095,Taraxacum sect. Frugalia
2429,Taraxacum sect. Hamata
2330,Taraxacum sect. Macrodonta
2094,Taraxacum sect. Naevosa
2092,Taraxacum sect. Obliqua
1265,Taraxacum sect. Palustria
9642,Taraxacum sect. Ruderalia
8619,Taraxacum sellandii
9888,Taraxacum sertatum
9843,Taraxacum severum
10558,Taraxacum silesiacum
9844,Taraxacum sinuatum
9889,Taraxacum speciosiflorum
9891,Taraxacum stenacrum
9845,Taraxacum stenoglossum
9846,Taraxacum stenoschistoides
9847,Taraxacum stereodes
9892,Taraxacum sterkii
9848,Taraxacum subarmatum
10557,Taraxacum subcyanolepis
9849,Taraxacum subditivum
9850,Taraxacum subericinum
9851,Taraxacum subhamatum
9852,Taraxacum subhuelphersianum
9853,Taraxacum sublaeticolor
9854,Taraxacum subpraticola
9855,Taraxacum subundulatum
9634,Taraxacum subxanthostigma
2451,Taraxacum taeniatum
9370,Taraxacum tanyolobum
10555,Taraxacum tanyphyllum
9856,Taraxacum tenebricans
9857,Taraxacum tenuilobum
9858,Taraxacum texelense
1266,Taraxacum tortilobum
9859,Taraxacum tortuosum
9860,Taraxacum trigonum
9371,Taraxacum trilobatum
2098,Taraxacum udum
9861,Taraxacum undulatiflorum
9453,Taraxacum undulatiforme
9862,Taraxacum undulatum
9863,Taraxacum unguifrons
9372,Taraxacum unguilobum
9635,Taraxacum valens
9864,Taraxacum vastisectiforme
9865,Taraxacum vastisectum
9893,Taraxacum virgatum
9373,Taraxacum wijtmaniae
9866,Taraxacum xanthostigma
9867,Taraxacum zevenbergenii
6616,Taxodium
2272,Taxodium distichum
6518,Taxus
1267,Taxus baccata
6519,Teesdalia
1268,Teesdalia nudicaulis
8933,Telekia
6922,Telekia speciosa
8774,Telis
8934,Tellima
5517,Tellima grandiflora
6766,Tephroseris
1184,Tephroseris palustris
8935,Tetradium
8395,Tetradium daniellii
6617,Tetragonia
2305,Tetragonia tetragonioides
6520,Tetragonolobus
6521,Teucrium
1269,Teucrium botrys
5468,Teucrium chamaedrys
2446,Teucrium chamaedrys subsp. chamaedrys
1270,Teucrium chamaedrys subsp. germanicum
10255,Teucrium flavum
9545,Teucrium hircanicum
1271,Teucrium montanum
9374,Teucrium resupinatum
1272,Teucrium scordium
1273,Teucrium scorodonia
8483,Teucrium x lucidrys
8936,Thalia
8396,Thalia dealbata
6522,Thalictrum
5151,Thalictrum aquilegiifolium
8620,Thalictrum delavayi
1275,Thalictrum flavum
1953,Thalictrum minus
8645,Thalictrum speciosissimum
10256,Thelesperma megapotamicum
6523,Thelypteris
427,Thelypteris palustris
8775,Thermopsis
9375,Thermopsis lupinoides
6524,Thesium
1278,Thesium humifusum
1279,Thesium pyrenaicum
6525,Thlaspi
2053,Thlaspi alliaceum
1281,Thlaspi arvense
6618,Thuja
2273,Thuja occidentalis
2275,Thuja plicata
8937,Thunbergia
8397,Thunbergia alata
6526,Thymus
10616,Thymus pannonicus
1420,Thymus praecox
1283,Thymus pulegioides
5204,Thymus pulegioides / serpyllum
1284,Thymus serpyllum
5152,Thymus vulgaris
10258,Thymus willdenowii
10259,Thymus x citriodorus
1601,Thymus x oblongifolius
9376,Thymus x schulzei
8938,Tiarella
8398,Tiarella cordifolia
6527,Tilia
9472,Tilia americana
1285,Tilia cordata
5206,Tilia cordata / platyphyllos / x europaea
5194,Tilia cordata / x europaea
5944,Tilia cordata var. vitifolia
1286,Tilia platyphyllos
5599,Tilia tomentosa
5945,Tilia x euchlora
2277,Tilia x europaea
5983,Tilia x europaea 'Pallida'
5984,Tilia x europaea 'Zwarte Linde'
8939,Tinantia
8399,Tinantia erecta
8940,Tolmiea
8400,Tolmiea menziesii
8941,Tolpis
8401,Tolpis barbata
6529,Torilis
1288,Torilis arvensis
1289,Torilis japonica
9377,Torilis leptophylla
1290,Torilis nodosa
8942,Trachelium
5518,Trachelium caeruleum
9506,Trachycarpus
9507,Trachycarpus fortunei
8776,Trachymene
9378,Trachymene pilosa
8777,Trachyspermum
9379,Trachyspermum ammi
8943,Trachystemon
8402,Trachystemon orientalis
6830,Tradescantia
8403,Tradescantia fluminensis
5445,Tradescantia virginiana
6530,Tragopogon
5190,Tragopogon dubius
1293,Tragopogon porrifolius
1954,Tragopogon pratensis
1291,Tragopogon pratensis subsp. minor
1292,Tragopogon pratensis subsp. orientalis
1294,Tragopogon pratensis subsp. pratensis
5283,Tragopogon x mirabilis
6971,Tragus
6972,Tragus racemosus
6728,Trapa
5262,Trapa natans
8779,Triadenum
9454,Triadenum fraseri
8944,Tribulus
10260,Tribulus orientalis
8404,Tribulus terrestris
6767,Trichophorum
1153,Trichophorum germanicum
10489,Trichophorum x foersteri
9553,Tricyrtis
9554,Tricyrtis formosana
6531,Trientalis
9380,Trientalis borealis
1295,Trientalis europaea
6532,Trifolium
1834,Trifolium alexandrinum
10262,Trifolium angustifolium
1296,Trifolium arvense
1297,Trifolium aureum
1298,Trifolium campestre
2278,Trifolium campestre / dubium
10573,Trifolium cernuum
10263,Trifolium cinctum
1745,Trifolium diffusum
1299,Trifolium dubium
8466,Trifolium echinatum
1300,Trifolium fragiferum
9381,Trifolium glomeratum
10562,Trifolium hirtum
1746,Trifolium hybridum subsp. elegans
1301,Trifolium hybridum subsp. hybridum
1835,Trifolium incarnatum
10265,Trifolium isthmocarpum
9382,Trifolium lappaceum
1302,Trifolium medium
1303,Trifolium micranthum
9383,Trifolium nigrescens
8646,Trifolium ochroleucon
1304,Trifolium ornithopodioides
10266,Trifolium pallidum
1305,Trifolium pratense
10267,Trifolium purpureum
1306,Trifolium repens
1836,Trifolium resupinatum
10268,Trifolium retusum
8405,Trifolium rubens
1307,Trifolium scabrum
10269,Trifolium setiferum
10626,Trifolium spumosum
1308,Trifolium striatum
1309,Trifolium subterraneum
9695,Trifolium suffocatum
9384,Trifolium tomentosum
9550,Trifolium vesiculosum
6533,Triglochin
1310,Triglochin maritima
1311,Triglochin palustris
6620,Trigonella
9385,Trigonella caelesyriaca
9386,Trigonella caerulea
9387,Trigonella corniculata
1838,Trigonella foenum-graecum
9455,Trigonella glabra
9388,Trigonella gladiata
9389,Trigonella procumbens
8780,Trillium
9390,Trillium grandiflorum
6751,Tripleurospermum
795,Tripleurospermum maritimum
10514,Tripolium
117,Tripolium pannonicum
2377,Tripolium pannonicum f. discoideus
8781,Tripteris
9391,Tripteris microcarpa
6534,Trisetum
1312,Trisetum flavescens
5593,Tristagma
8945,Triteleia
8406,Triteleia laxa
6717,Triticosecale (x)
6621,Triticum
1839,Triticum aestivum
5263,Triticum dicoccon
5264,Triticum monococcum
5153,Triticum spelta
5265,Triticum turgidum
10515,Trocdaris
272,Trocdaris verticillatum
8946,Tropaeolum
6923,Tropaeolum majus
10270,Tropaeolum peregrinum
6622,Tsuga
2279,Tsuga canadensis
2280,Tsuga heterophylla
6535,Tuberaria
1313,Tuberaria guttata
6536,Tulipa
6832,Tulipa gesneriana
6833,Tulipa kaufmanniana
6834,Tulipa suaveolens
1314,Tulipa sylvestris
8782,Turgenia
9392,Turgenia latifolia
10516,Turritis
1315,Turritis glabra
6538,Tussilago
1316,Tussilago farfara
6539,Typha
1317,Typha angustifolia
1318,Typha latifolia
5656,Typha laxmannii
5446,Typha minima
2373,Typha x glauca
6540,Ulex
1319,Ulex europaeus
9393,Ulex minor
6541,Ulmus
1895,Ulmus glabra
5946,Ulmus glabra var. cornuta
5947,Ulmus glabra var. glabra
5154,Ulmus laevis
1320,Ulmus minor
5976,Ulmus procera
8407,Ulmus pumila
5191,Ulmus x hollandica
5980,Ulmus x hollandica 'Belgica'
5981,Ulmus x hollandica 'Major'
5982,Ulmus x hollandica 'Vegeta'
8947,Umbellularia
8519,Umbellularia californica
8948,Umbilicus
1990,Umbilicus luteus
5584,Umbilicus rupestris
8783,Urochloa
9456,Urochloa panicoides
8784,Urospermum
9394,Urospermum picroides
6542,Urtica
1321,Urtica dioica
8003,Urtica membranacea
8516,Urtica pilulifera
1322,Urtica urens
6543,Utricularia
1325,Utricularia australis
2282,Utricularia australis / vulgaris
1323,Utricularia intermedia
2283,Utricularia intermedia / ochroleuca
1324,Utricularia minor
1326,Utricularia ochroleuca
1327,Utricularia vulgaris
6544,Vaccaria
1328,Vaccaria hispanica
6545,Vaccinium
5155,Vaccinium corymbosum
912,Vaccinium macrocarpon
1329,Vaccinium myrtillus
913,Vaccinium oxycoccos
1330,Vaccinium uliginosum
1331,Vaccinium vitis-idaea
1602,Vaccinium x intermedium
6546,Valeriana
1332,Valeriana dioica
1333,Valeriana officinalis
6547,Valerianella
1334,Valerianella carinata
1335,Valerianella dentata
1336,Valerianella locusta
1337,Valerianella rimosa
6548,Vallisneria
10633,Vallisneria australis
2108,Vallisneria spiralis
10271,Ventenata dubia
6549,Verbascum
1338,Verbascum blattaria
5624,Verbascum chaixii
1342,Verbascum densiflorum
10272,Verbascum eriophorum
1339,Verbascum lychnitis
9395,Verbascum macrocarpum
1340,Verbascum nigrum
5573,Verbascum nigrum x densiflorum
10273,Verbascum ovalifolium
1341,Verbascum phlomoides
1749,Verbascum phoeniceum
9457,Verbascum phoeniceum x pyramidatum
5347,Verbascum pulverulentum
8020,Verbascum speciosum
1343,Verbascum thapsus
8408,Verbascum virgatum
9396,Verbascum x brockmuelleri
1959,Verbascum x murbeckii
9397,Verbascum x thapsi
10274,Verbascum x thijsseanum
6550,Verbena
10275,Verbena bipinnatifida
5447,Verbena bonariensis
10276,Verbena bracteata
5998,Verbena hastata
10587,Verbena incompta
1344,Verbena officinalis
8409,Verbena rigida
5564,Verbena urticifolia
8030,Verbesina
8031,Verbesina alternifolia
9398,Verbesina encelioides
6551,Veronica
5372,Veronica acinifolia
1345,Veronica agrestis
1346,Veronica anagallis-aquatica
5199,Veronica anagallis-aquatica / catenata
2284,Veronica anagallis-aquatica / catenata / scutellata
1347,Veronica arvensis
5229,Veronica austriaca
1348,Veronica austriaca subsp. austriaca
1364,Veronica austriaca subsp. teucrium
9458,Veronica austriaca x prostrata
1349,Veronica beccabunga
1350,Veronica catenata
1351,Veronica chamaedrys
8088,Veronica cymbalaria
1896,Veronica filiformis
8410,Veronica gentianoides
1352,Veronica hederifolia
1538,Veronica hederifolia subsp. hederifolia
1353,Veronica longifolia
8411,Veronica longifolia x spicata
1354,Veronica montana
1355,Veronica officinalis
1356,Veronica opaca
8525,Veronica peduncularis
1357,Veronica peregrina
9494,Veronica peregrina subsp. xalapensis
1358,Veronica persica
1359,Veronica polita
1360,Veronica praecox
1361,Veronica prostrata
1362,Veronica scutellata
10594,Veronica sect. Pseudolysimachium
1363,Veronica serpyllifolia
9459,Veronica serpyllifolia subsp. humifusa
5448,Veronica spicata
1958,Veronica spuria
1539,Veronica sublobata
1365,Veronica triphyllos
1366,Veronica verna
8529,Veronica virginica
5284,Veronica x lackschewitzii
6552,Viburnum
2109,Viburnum lantana
1367,Viburnum opulus
5948,Viburnum opulus 'Roseum'
10597,Viburnum plicatum
5373,Viburnum rhytidophyllum
9499,Viburnum tinus
8647,Viburnum x rhytidophylloides
6553,Vicia
10277,Vicia benghalensis
5949,Vicia bithynica
1369,Vicia cracca
10278,Vicia eriocalyx
5266,Vicia ervilia
1840,Vicia faba
5156,Vicia grandiflora
1370,Vicia hirsuta
5157,Vicia hybrida
1371,Vicia lathyroides
1751,Vicia lutea
9551,Vicia melanops
10280,Vicia monantha
9399,Vicia narbonensis
1753,Vicia pannonica
10281,Vicia peregrina
1960,Vicia sativa
5454,Vicia sativa subsp. angustifolia
1372,Vicia sativa subsp. sativa
5455,Vicia sativa subsp. segetalis
1373,Vicia sepium
8567,Vicia serratifolia
10282,Vicia stricta
1754,Vicia tenuifolia
10478,Vicia tenuifolia subsp. dalmatica
2408,Vicia tetrasperma
1374,Vicia tetrasperma subsp. gracilis
1375,Vicia tetrasperma subsp. tetrasperma
2387,Vicia villosa
9448,Vicia villosa subsp. ambigua
1750,Vicia villosa subsp. varia
1376,Vicia villosa subsp. villosa
6554,Vinca
5374,Vinca major
1377,Vinca minor
6555,Vincetoxicum
383,Vincetoxicum hirundinaria
5158,Vincetoxicum nigrum
9505,Vincetoxicum rossicum
6556,Viola
8648,Viola alba
1378,Viola arvensis
1380,Viola canina
10283,Viola cornuta
2033,Viola curtisii subsp. coniophila
2034,Viola curtisii subsp. stenochila
1382,Viola hirta
1379,Viola lutea subsp. calaminaria
1383,Viola mirabilis
1384,Viola odorata
1385,Viola palustris
1386,Viola reichenbachiana
1966,Viola reichenbachiana / riviniana
1387,Viola riviniana
8083,Viola riviniana 'Purpurea'
1388,Viola rupestris
8412,Viola sororia
1389,Viola stagnina
1540,Viola stagnina var. lacteoides
1541,Viola stagnina var. stagnina
1967,Viola tricolor agg.
1381,Viola tricolor subsp. curtisii
1390,Viola tricolor subsp. tricolor
1604,Viola x bavarica
5221,Viola x contempta
1603,Viola x intersita
1606,Viola x ritschliana
1605,Viola x scabra
1897,Viola x wittrockiana
6557,Viscum
1391,Viscum album
6706,Vitis
5192,Vitis vinifera subsp. vinifera
6558,Vulpia
9400,Vulpia alopecuros
1392,Vulpia bromoides
2452,Vulpia ciliata
2454,Vulpia ciliata subsp. ambigua
2453,Vulpia ciliata subsp. ciliata
5159,Vulpia fasciculata
9401,Vulpia geniculata
9402,Vulpia ligustica
5302,Vulpia membranacea
8967,Vulpia microstachys
9403,Vulpia microstachys var. pauciflora
1393,Vulpia myuros
9404,Vulpia octoflora
6559,Wahlenbergia
1394,Wahlenbergia hederacea
8949,Waldsteinia
9405,Waldsteinia geoides
8413,Waldsteinia ternata
8950,Weigela
8621,Weigela coraeensis
10477,Weigela cultivars
8622,Weigela florida
8414,Weigela japonica
6976,Wisteria
6977,Wisteria sinensis
8649,Wisteria x formosa
6560,Wolffia
1395,Wolffia arrhiza
6974,Wolffia australiana
6975,Wolffia columbiana
5645,Woodsia
5610,Woodsia ilvensis
10284,x Dactylodenia legrandiana
1981,x Dactylodenia st-quintinii
6561,Xanthium
1755,Xanthium orientale
5161,Xanthium orientale var. albinum
5160,Xanthium orientale var. riparium
2469,Xanthium orientale/strumarium
1756,Xanthium spinosum
1757,Xanthium strumarium
10285,Xeranthemum annuum
10570,Youngia japonica
8054,Yucca
6924,Yucca filamentosa
8051,Yucca flaccida
8052,Yucca gloriosa
6562,Zannichellia
1964,Zannichellia palustris
1542,Zannichellia palustris subsp. major
1396,Zannichellia palustris subsp. palustris
1397,Zannichellia palustris subsp. pedicellata
8951,Zantedeschia
8415,Zantedeschia aethiopica
6697,Zea
2313,Zea mays
8952,Zelkova
8416,Zelkova serrata
8785,Zingeria
9406,Zingeria trichopoda
8953,Zinnia
9407,Zinnia angustifolia
8623,Zinnia elegans
8417,Zinnia peruviana
6563,Zostera
1398,Zostera marina
1399,Zostera noltei
